"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","36","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","42.35","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","25","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","29.41","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","1","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","1.18","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","29","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","36.71","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","27","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","34.18","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","14","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","17.72","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","9","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","11.39","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","28","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","68.29","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","6","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","14.63","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","5","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","12.2","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","2","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","4.88","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","17","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","30.91","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","23","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","41.82","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","12","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","21.82","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","3","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","5.45","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","18","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","43.9","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","13","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","31.71","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","6","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","14.63","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","4","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"more_than_10_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","9.76","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","16","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","47.06","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","9","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","26.47","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","9","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","26.47","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","2","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","8.7","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","7","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","30.43","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","4","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","17.39","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"more_than_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","10","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"more_than_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","43.48","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","5","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","27.78","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","8","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","44.44","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","1","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","5.56","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"more_than_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","4","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"more_than_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","22.22","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","8","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","28.57","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","14","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a4_to_6_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","50","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","6","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a7_to_10_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","percentage","21.43","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_7_On_how_many_fresh_food_items_suppliers_does_your_business_rely_upon","counts","7","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
